,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
129,129,2.0,0.6909,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","in the ""base model"" class it's close not much difference in range tesla has the advantage on charging and of course they have the better adas and may even have a self-driving truck but also the truck is made of stainless steel vs car-like painted sheet metal mars tough 2/n"
130,130,2.0,0.5989,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", this was going to be my point ty before adas systems were broadly deployed 40 000 auto-related deaths/yr didnt just happen poor driving behaviors now exacerbated by mobile phone abuse are helping drive demand for adas systems full av is a different segment roadmap 
131,131,2.0,0.6767,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", not a chance do we mean safer than humans that also have adas safety features versus fsd without a human involved in the driving 
132,132,1.0,0.3425,"car, tesla, driver, self, one, like, get, road, drive, cars", sae the way driving automation is classified every adas on-road requires constant supervision in some situations it can appear v capable but the technical ability to react as a person would under uncertainty isnt there yet great crash ratings but more $ to insure vs avg
133,133,7.0,0.527,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",me stefan benz from bosch currently presenting about safer driving with autonomous emergency braking aeb me stefan has 20 years of experience in the automotive industry and currently a senior specialist on automotive safety system adas and automated driving 
134,134,7.0,0.5554,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",what is the optimum sensor package for autonomous driving capability to find out join the discussion with konrad technologies today at the iwpc virtual workshop contact us to learn which sensor combinations are gaining adoption for adas and ads capability and how to test them
135,135,2.0,0.621,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", another driver not paying attention shame don't worry self driving cars will be here soon in the meantime we can start saving lives time and $ by adopting adas features asap 
136,136,2.0,0.5106,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", it is more full self driving than your l2 adas system 
137,137,1.0,0.4264,"car, tesla, driver, self, one, like, get, road, drive, cars",the whole kit of driving safety auxiliary terminal host + adas camera + dsm camera 
138,138,7.0,0.463,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",why was cepton founded w/ a focus on the adas market in 2016 despite the self driving buzz at the time what r the 3 big pillars of adas lidars how do we build them w/ the right technology find out in this video credit to future of the 
139,139,2.0,0.5522,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", what's your point movileye has their own adas systems all this time they even achieved vision-only self driving last year sooner than tesla i am talking about official demostrations yet we have not heard any similar mobileye crashes 
140,140,7.0,0.7265,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",the exciting future of self-driving cars learn about the four key steps to set up a smart and efficient adas testing workflow simcenter autonomousvehicles adas 
141,141,2.0,0.4307,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","2/ pay per use will mean that we will never have all of the car fleet fully autonomous many people will ""save money"" by driving themselves humans are worse drivers than autonomous cars hence we will still have road fatalities due to human errors even if the adas reduces them"
142,142,2.0,0.7814,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", this is the feature incomplete l2 adas company selling it as full self-driving much wow 
143,143,2.0,0.8895,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," there's no ""level 2 fsd"" it's either advanced driver assistance system adas at level 2 gm ford vw or true level 5 full self driving fsd at level 5 as what tesla is aiming at there are few in-betweens like waymo and "
144,144,2.0,0.5694,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","i think its going to take much longer than we think to deploy fully self-driving avs across our system "" says ""i think we have to focus on the adas opportunities we have in front of us "
145,145,7.0,0.8932,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",join us at xilinxadapt emea automotive to hear from key industry players about how theyre redefining the driving experience making cars safer more practical and more advanced than ever before register here adas auto ai 
146,146,7.0,0.6047,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", question we're talking about regulating two fundamentally different kinds of technology here right l4/5 systems versus adas so how would new/improved regulation of full self-driving systems in development the waymos/cruises affect tesla 
147,147,2.0,0.5662,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", user surveys placing tesla 1 in autonomous driving means nothing all adas systems available to consumers are level 2 being the best level 2 system is still a long way from level 5 is that really so hard to understand 
148,148,1.0,0.4532,"car, tesla, driver, self, one, like, get, road, drive, cars", there is a huge factual error in this article tesla always was a level 2 adas driving system 
149,149,7.0,0.8144,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",the exciting future of self-driving cars learn about the four key steps to set up a smart and efficient adas testing workflow for more information send us an email to info thinkprolim todaymeetstomorrow simcenter autonomousvehicles 
150,150,4.0,0.8945,"tesla, full, self, work, drive, like, go, without, think, still",you can find many more resources on av and adas terminology as well as videos and papers that explain in-depth why the words we use about driving automation really are a matter of life and death in the terminology category of pave's resource library 
151,151,1.0,0.9037,"car, tesla, driver, self, one, like, get, road, drive, cars"," of driving a car predictably lulling the driver into a lack of attention but despite this you had better be ready to re-take control of the car at any time the car runs into a 'corner case'"" this type of predictably problem is exactly the issue with any type of adas which"
152,152,4.0,0.7086,"tesla, full, self, work, drive, like, go, without, think, still", although its reported as bad for all cryptos you think all these shit coins driving up the price of ethereum fees is actually a good thing for ada with the price of eth going up its been great publicity for it but surely these extortionate prices will work in adas favour 
153,153,2.0,0.7785,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", would they tout their hands-on adas as autonomous if tesla werent out there touting full self driving i wonder
